first_name;last_name;phone_numbers;main_email;extra_emails;gender;birthdate
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2030
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2031
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2032
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2033
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2034
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2035
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2036
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2037
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2038
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2039
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2040
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2041
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2042
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2043
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2044
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2045
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2046
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2047
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2048
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2049
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2050
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2051
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2052
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2053
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2054
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2055
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2056
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2057
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2058
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2059
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2060
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2061
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2062
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2063
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2064
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2065
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2066
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2067
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2068
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2069
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2070
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2071
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2072
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2073
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2074
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2075
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2076
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2077
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2078
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2079
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2080
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2081
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2082
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2083
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2084
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2085
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2086
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2087
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2088
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2089
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2090
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2091
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2092
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2093
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2094
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2095
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2096
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2097
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2098
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2099
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2100
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2101
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2102
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2103
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2104
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2105
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2106
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2107
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2108
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2109
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2110
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2111
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2112
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2113
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2114
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2115
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2116
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2117
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2118
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2119
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2120
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2121
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2122
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2123
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2124
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2125
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2126
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2127
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2128
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2129
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2130
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2131
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2132
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2133
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2134
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2135
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2136
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2137
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2138
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2139
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2140
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2141
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2142
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2143
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2144
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2145
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2146
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2147
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2148
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2149
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2150
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2151
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2152
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2153
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2154
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2155
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2156
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2157
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2158
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2159
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2160
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2161
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2162
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2163
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2164
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2165
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2166
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2167
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2168
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2169
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2170
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2171
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2172
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2173
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2174
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2175
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2176
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2177
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2178
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2179
Daniel;Vermi;3135448967|5135448967;oscar.rpr@gmail.com;odolartef@unal.edu.co|oolarte@bigdatasolutions.co;Male;03-29-2180
